ID_ROTINA;CONTRATO;OPERADORA;TIPO DE ARQUIVO
9053;886394000;AMIL ;FATOR MODERADOR
6720;886415000;AMIL;FATOR MODERADOR
6721;886416000;AMIL;FATOR MODERADOR
6722;952988000;AMIL ;FATOR MODERADOR
6723;973845000;AMIL ;FATOR MODERADOR
6724;979832000;AMIL ;FATOR MODERADOR
6725;983759000;AMIL ;FATOR MODERADOR
6727;8KK19;SUL AMÉRICA;FATURA TÉCNICA
6728;93234;BRADESCO;FATURA TÉCNICA
6729;74503;BRADESCO;FATURA TÉCNICA
6731;473144;BRADESCO SPG;FATURA TÉCNICA
6732;70810;BRADESCO;FATURA TÉCNICA
6733;218689;SUL AMÉRICA;FATURA TÉCNICA
6734;1290182000;AMIL ;FATURA TÉCNICA
9099;8719870;SEGUROS UNIMED;FATOR MODERADOR
100;8719870;SEGUROS UNIMED;FATOR MODERADOR
101;8719870;SEGUROS UNIMED;FATOR MODERADOR
5708;71217;BRADESCO;FATOR MODERADOR
5712;72602;BRADESCO;FATOR MODERADOR
5451;74455;BRADESCO;FATURA TÉCNICA
9001;729286001;AMIL ;FATURA TÉCNICA
9004;729286001;AMIL ;FATOR MODERADOR
6736;729286000;AMIL ;FATURA TÉCNICA
6737;729286002;AMIL ;FATURA TÉCNICA
6738;729286003;AMIL ;FATURA TÉCNICA
6739;729286004;AMIL ;FATURA TÉCNICA
301;213533;SUL AMÉRICA;FATURA TÉCNICA
9003;213526;SUL AMÉRICA;FATURA TÉCNICA
6743;213532;SUL AMÉRICA;FATURA TÉCNICA
6745;21041;CARE PLUS;FATURA TÉCNICA
6747;20604;CARE PLUS;FATURA TÉCNICA
8212;00061743;OMINT;FATURA TÉCNICA
135;426157;AMIL ;FATURA TÉCNICA
136;426156;AMIL ;FATURA TÉCNICA
139;545511;AMIL ;FATURA TÉCNICA
138;512165;AMIL ;FATURA TÉCNICA
142;704;UNIMED COSTA DO SOL;FATURA TÉCNICA
9013;6498;UNIMED CAMPINAS;FATURA TÉCNICA
9016;8720037;SEGUROS UNIMED;FATURA TÉCNICA
9017;18302;SUL AMÉRICA;FATURA TÉCNICA
9018;44627;SUL AMÉRICA;FATURA TÉCNICA
9019;8D3AY;SUL AMÉRICA;FATURA TÉCNICA
9008;1254266000;AMIL ;FATURA TÉCNICA
9009;1254233000;AMIL ;FATURA TÉCNICA
4221;1254266000;AMIL ;FATOR MODERADOR
4222;1254233000;AMIL ;FATOR MODERADOR
4223;1254271000;AMIL ;FATURA TÉCNICA
4229;92576;OMINT;FATURA TÉCNICA
4232;154194;SUL AMÉRICA;FATURA TÉCNICA
4233;8E86O;SUL AMÉRICA;FATURA TÉCNICA
4234;763702;BRADESCO SPG;FATURA TÉCNICA
4235;922146;ODONTOPREV;FATURA TÉCNICA
4236;922146;ODONTOPREV;FATURA TÉCNICA
4237;21399;SUL AMÉRICA;FATURA TÉCNICA
4238;21400;SUL AMÉRICA;FATURA TÉCNICA
4239;35421;PRIVIAN;FATURA TÉCNICA
4240;636384;ODONTOPREV;FATURA TÉCNICA
4241;427533;AMIL ;FATURA TÉCNICA
4242;425801;AMIL ;FATURA TÉCNICA
4243;72766;BRADESCO;FATURA TÉCNICA
4250;12771;UNIMED RIO;FATURA TÉCNICA
4255;68221;SUL AMÉRICA;FATURA TÉCNICA
4256;68221;SUL AMÉRICA;FATURA TÉCNICA
4257;68221;SUL AMÉRICA;FATURA TÉCNICA
4270;126766;BRADESCO SPG;FATURA TÉCNICA
4272;8002;UNIMED CAPIXABA;FATURA TÉCNICA
4273;618175;AMIL ;FATURA TÉCNICA
4278;74107;BRADESCO;FATURA TÉCNICA
4279;79114;SUL AMÉRICA;FATURA TÉCNICA
4280;8F3IY;SUL AMÉRICA;FATURA TÉCNICA
4281;162113;SUL AMÉRICA;FATURA TÉCNICA
4282;8F59V;SUL AMÉRICA;FATURA TÉCNICA
4284;74067 ;BRADESCO;FATURA TÉCNICA
4285;8BC42;SUL AMÉRICA;FATURA TÉCNICA
4286;691722;AMIL ;FATURA TÉCNICA
4287;188319;SUL AMÉRICA;FATURA TÉCNICA
7075;8IHXU;SUL AMÉRICA;FATURA TÉCNICA
7074;109537;AMIL ;FATURA TÉCNICA
7073;59948823;SEGUROS UNIMED;FATURA TÉCNICA
4003;403450;BRADESCO SPG;FATURA TÉCNICA
4005;403456;BRADESCO SPG;FATURA TÉCNICA
6783;21836;ASSIM SAÚDE;FATURA TÉCNICA
4021;8729077;SEGUROS UNIMED;FATURA TÉCNICA
4022;8729077;SEGUROS UNIMED;FATURA TÉCNICA
4023;8729077;SEGUROS UNIMED;FATURA TÉCNICA
4024;8729077;SEGUROS UNIMED;FATURA TÉCNICA
4025;8729077;SEGUROS UNIMED;FATURA TÉCNICA
4026;74067;BRADESCO;FATURA TÉCNICA
4027;91791;BRADESCO;FATURA TÉCNICA
4102;164802;ODONTOPREV;FATURA TÉCNICA
4103;337216;BRADESCO SPG;FATURA TÉCNICA
4105;8756538;SEGUROS UNIMED;FATURA TÉCNICA
4121;43397;OMINT;FATURA TÉCNICA
4122;43397;OMINT;FATURA TÉCNICA
4124;511551;BRADESCO SPG;FATURA TÉCNICA
2376;70135;SUL AMÉRICA;FATOR MODERADOR
4125;70135;SUL AMÉRICA;FATOR MODERADOR
4126;70135;SUL AMÉRICA;FATURA TÉCNICA
4127;190454;SUL AMÉRICA;FATURA TÉCNICA
4128;190455;SUL AMÉRICA;FATURA TÉCNICA
4131;64630;AMIL ;FATURA TÉCNICA
4132;64611;AMIL ;FATURA TÉCNICA
4133;92363;OMINT;FATURA TÉCNICA
8166;72222;BRADESCO;FATURA TÉCNICA
8167;72222;BRADESCO;FATOR MODERADOR
8168;91176;BRADESCO;FATURA TÉCNICA
7155;91929;BRADESCO;FATURA TÉCNICA
7156;91929;BRADESCO;FATURA TÉCNICA
7157;91929;BRADESCO;FATURA TÉCNICA
7158;91929;BRADESCO;FATURA TÉCNICA
8080;407504000;AMIL ;FATURA TÉCNICA
8081;407504000;AMIL ;FATOR MODERADOR
8082;410922000;AMIL ;FATURA TÉCNICA
8083;410922000;AMIL ;FATOR MODERADOR
8084;410956000;AMIL ;FATURA TÉCNICA
8085;410956000;AMIL ;FATOR MODERADOR
8086;410977000;AMIL ;FATURA TÉCNICA
8087;410977000;AMIL ;FATOR MODERADOR
8088;410983000;AMIL ;FATURA TÉCNICA
8089;410983000;AMIL ;FATOR MODERADOR
8090;410984000;AMIL ;FATURA TÉCNICA
8091;410984000;AMIL ;FATOR MODERADOR
8092;410995000;AMIL ;FATURA TÉCNICA
8093;410995000;AMIL ;FATOR MODERADOR
8094;411016000;AMIL ;FATURA TÉCNICA
8095;411016000;AMIL ;FATOR MODERADOR
8098;411017000;AMIL ;FATURA TÉCNICA
8099;411017000;AMIL ;FATOR MODERADOR
8100;413227000;AMIL ;FATURA TÉCNICA
8101;413227000;AMIL ;FATOR MODERADOR
8102;51282000;AMIL ;FATURA TÉCNICA
8103;51282000;AMIL ;FATOR MODERADOR
8104;51447000;AMIL ;FATURA TÉCNICA
8105;51447000;AMIL ;FATOR MODERADOR
8106;51462000;AMIL ;FATURA TÉCNICA
8107;51462000;AMIL ;FATOR MODERADOR
8108;51566000;AMIL ;FATURA TÉCNICA
8109;51566000;AMIL ;FATOR MODERADOR
8110;51588000;AMIL ;FATURA TÉCNICA
8111;51588000;AMIL ;FATOR MODERADOR
8112;51636000;AMIL ;FATURA TÉCNICA
8113;51636000;AMIL ;FATOR MODERADOR
8114;51644000;AMIL ;FATURA TÉCNICA
8115;51644000;AMIL ;FATOR MODERADOR
8116;51686000;AMIL ;FATURA TÉCNICA
8117;51686000;AMIL ;FATOR MODERADOR
8118;63035000;AMIL ;FATURA TÉCNICA
8119;63035000;AMIL ;FATOR MODERADOR
8120;406907000;AMIL ;FATURA TÉCNICA
8121;406907000;AMIL ;FATOR MODERADOR
8122;410923000;AMIL ;FATURA TÉCNICA
8123;410923000;AMIL ;FATOR MODERADOR
8124;410964000;AMIL ;FATURA TÉCNICA
8125;410964000;AMIL ;FATOR MODERADOR
8126;410970000;AMIL ;FATURA TÉCNICA
8127;410970000;AMIL ;FATOR MODERADOR
8128;410981000;AMIL ;FATURA TÉCNICA
8129;410981000;AMIL ;FATOR MODERADOR
8130;410985000;AMIL ;FATURA TÉCNICA
8131;410985000;AMIL ;FATOR MODERADOR
8132;410994000;AMIL ;FATURA TÉCNICA
8133;410994000;AMIL ;FATOR MODERADOR
8134;410996000;AMIL ;FATURA TÉCNICA
8135;410996000;AMIL ;FATOR MODERADOR
8136;1010674000;AMIL ;FATURA TÉCNICA
8137;1010674000;AMIL ;FATOR MODERADOR
8138;1011795000;AMIL ;FATURA TÉCNICA
8139;1011795000;AMIL ;FATOR MODERADOR
4139;70497;SUL AMÉRICA;FATURA TÉCNICA
4140;70497;SUL AMÉRICA;FATURA TÉCNICA
4141;70497;SUL AMÉRICA;FATURA TÉCNICA
4142;70497;SUL AMÉRICA;FATURA TÉCNICA
4143;70497;SUL AMÉRICA;FATURA TÉCNICA
4144;70497;SUL AMÉRICA;FATURA TÉCNICA
7012;70497;SUL AMÉRICA;FATOR MODERADOR
7013;70497;SUL AMÉRICA;FATOR MODERADOR
7014;70497;SUL AMÉRICA;FATOR MODERADOR
7015;70497;SUL AMÉRICA;FATOR MODERADOR
7016;70497;SUL AMÉRICA;FATOR MODERADOR
7017;70497;SUL AMÉRICA;FATOR MODERADOR
8591;58725887;PORTO SEGURO;FATURA TÉCNICA
4145;58293455;PORTO SEGURO;FATURA TÉCNICA
4146;7840;CNU;FATOR MODERADOR
4147;7840;CNU;FATURA TÉCNICA
4148;7333;SÃO FRANCISCO;FATURA TÉCNICA
4150;8AGIE;SUL AMÉRICA;FATURA TÉCNICA
4151;91693;BRADESCO;FATURA TÉCNICA
4000;1077617000;AMIL ;FATURA TÉCNICA
4001;1077617000;AMIL ;FATOR MODERADOR
4183;536;METLIFE;FATURA TÉCNICA
4184;537;METLIFE;FATURA TÉCNICA
4186;181499;SUL AMÉRICA;FATURA TÉCNICA
4195;89779;SUL AMÉRICA;FATURA TÉCNICA
4197;89780;SUL AMÉRICA;FATURA TÉCNICA
4198;333690;BRADESCO SPG;FATURA TÉCNICA
6751;8JGL2;SUL AMÉRICA;FATURA TÉCNICA
6752;8JGL8;SUL AMÉRICA;FATURA TÉCNICA
848;181;FARMASEG;FATURA TÉCNICA
943;181;FARMASEG;FATOR MODERADOR
2801;50905;CARE PLUS;FATOR MODERADOR
1477;285400;PORTO SEGURO;FATOR MODERADOR
2805;70135;BRADESCO;FATOR MODERADOR
6905;10374221;PORTO SEGURO;FATURA TÉCNICA
4312;00244070*3 ;UNIMED BH;FATURA TÉCNICA
4315;241812*1;UNIMED BH;FATURA TÉCNICA
4317;241812*2;UNIMED BH;FATURA TÉCNICA
4319;241812*3;UNIMED BH;FATURA TÉCNICA
4321;241812*4;UNIMED BH;FATURA TÉCNICA
4289;2011151;UNIMED FESC;FATURA TÉCNICA
4290;2011151;UNIMED FESC;FATOR MODERADOR
4291;2011152;UNIMED FESC;FATURA TÉCNICA
4292;2011152;UNIMED FESC;FATOR MODERADOR
4293;2011153;UNIMED FESC;FATURA TÉCNICA
4294;2011153;UNIMED FESC;FATOR MODERADOR
4295;2011154;UNIMED FESC;FATURA TÉCNICA
4296;2011154;UNIMED FESC;FATOR MODERADOR
4297;2011155;UNIMED FESC;FATURA TÉCNICA
4298;2011155;UNIMED FESC;FATOR MODERADOR
4299;2011156;UNIMED FESC;FATURA TÉCNICA
4300;2011156;UNIMED FESC;FATOR MODERADOR
4301;2011157;UNIMED FESC;FATURA TÉCNICA
4302;2011157;UNIMED FESC;FATOR MODERADOR
4303;2011158;UNIMED FESC;FATURA TÉCNICA
4304;2011158;UNIMED FESC;FATOR MODERADOR
4305;2011159;UNIMED FESC;FATURA TÉCNICA
4306;2011159;UNIMED FESC;FATOR MODERADOR
4307;2011160;UNIMED FESC;FATURA TÉCNICA
4308;2011160;UNIMED FESC;FATOR MODERADOR
4309;2011161;UNIMED FESC;FATURA TÉCNICA
4310;2011161;UNIMED FESC;FATOR MODERADOR
4311;00244070*3 ;UNIMED BH;FATOR MODERADOR
4323;254764*1;UNIMED BH;FATURA TÉCNICA
4313;0241812;UNIMED BH;FATOR MODERADOR
4314;241812*1;UNIMED BH;FATOR MODERADOR
4370;244070*1;UNIMED BH;FATURA TÉCNICA
4316;241812*2;UNIMED BH;FATOR MODERADOR
4371;244070*2;UNIMED BH;FATURA TÉCNICA
4318;241812*3;UNIMED BH;FATOR MODERADOR
4320;241812*4;UNIMED BH;FATOR MODERADOR
4322;254764*1;UNIMED BH;FATOR MODERADOR
4324;26922;SÃO FRANCISCO;FATURA TÉCNICA
4325;26924;SÃO FRANCISCO;FATURA TÉCNICA
4326;26926;SÃO FRANCISCO;FATURA TÉCNICA
4327;26928;SÃO FRANCISCO;FATURA TÉCNICA
4328;26930;SÃO FRANCISCO;FATURA TÉCNICA
4329;26932;SÃO FRANCISCO;FATURA TÉCNICA
4330;27026;SÃO FRANCISCO;FATURA TÉCNICA
4331;27028;SÃO FRANCISCO;FATURA TÉCNICA
4332;27030;SÃO FRANCISCO;FATURA TÉCNICA
4333;27032;SÃO FRANCISCO;FATURA TÉCNICA
4334;33791;ODONTOPREV;FATURA TÉCNICA
4335;33793;ODONTOPREV;FATURA TÉCNICA
4336;33796;ODONTOPREV;FATURA TÉCNICA
4337;33798;ODONTOPREV;FATURA TÉCNICA
4338;33799;ODONTOPREV;FATURA TÉCNICA
4339;33800;ODONTOPREV;FATURA TÉCNICA
4340;33801;ODONTOPREV;FATURA TÉCNICA
4341;33802;ODONTOPREV;FATURA TÉCNICA
4342;33803;ODONTOPREV;FATURA TÉCNICA
4343;41922;SÃO FRANCISCO;FATURA TÉCNICA
4344;317771;ODONTOPREV;FATURA TÉCNICA
4345;897835000;AMIL ;FATURA TÉCNICA
4346;897836000;ONE HEALTH;FATURA TÉCNICA
4347;899458000;AMIL ;FATURA TÉCNICA
4348;899459000;AMIL ;FATURA TÉCNICA
4349;899460000;AMIL ;FATURA TÉCNICA
4350;899461000;AMIL ;FATURA TÉCNICA
4351;899462000;AMIL ;FATURA TÉCNICA
4352;899467000;AMIL ;FATURA TÉCNICA
4353;899468000;ONE HEALTH;FATURA TÉCNICA
4354;899469000;AMIL ;FATURA TÉCNICA
4355;899470000;AMIL ;FATURA TÉCNICA
4356;899471000;AMIL ;FATURA TÉCNICA
4357;899472000;AMIL ;FATURA TÉCNICA
4358;899473000;AMIL ;FATURA TÉCNICA
4359;899481000;AMIL ;FATURA TÉCNICA
4360;899482000;ONE HEALTH;FATURA TÉCNICA
4361;899483000;AMIL ;FATURA TÉCNICA
4362;899484000;AMIL ;FATURA TÉCNICA
4363;899485000;AMIL ;FATURA TÉCNICA
4364;899486000;ONE HEALTH;FATURA TÉCNICA
4365;899487000;ONE HEALTH;FATURA TÉCNICA
4366;1120436000;AMIL ;FATURA TÉCNICA
4367;0244070*1;UNIMED BH;FATOR MODERADOR
4368;033790;ODONTOPREV;FATURA TÉCNICA
4369;033797;ODONTOPREV;FATURA TÉCNICA
6755;897836000;ONE HEALTH;FATOR MODERADOR
6756;899468000;ONE HEALTH;FATOR MODERADOR
6757;899469000;AMIL ;FATOR MODERADOR
6758;899482000;ONE HEALTH;FATURA TÉCNICA
6759;899481000;AMIL;FATURA TÉCNICA
6760;899486000;ONE HEALTH;FATURA TÉCNICA
6761;899483000;AMIL;FATURA TÉCNICA
6762;899487000;ONE HEALTH;FATURA TÉCNICA
6763;899484000;AMIL;FATURA TÉCNICA
6764;899485000;AMIL;FATURA TÉCNICA
4372;73019;BRADESCO;FATOR MODERADOR
4373;73019;BRADESCO;FATURA TÉCNICA
4374;73019;BRADESCO;FATURA TÉCNICA
4375;51913;ODONTOPREV;FATURA TÉCNICA
4379;12360;ODONTOPREV;FATURA TÉCNICA
4380;324504;UNIMED CAMPINAS;FATURA TÉCNICA
4381;463380;BRADESCO SPG;FATURA TÉCNICA
4382;906383;ODONTOPREV;FATURA TÉCNICA
4384;404408;UNIMED CAMPINAS;FATURA TÉCNICA
4385;44582;SUL AMÉRICA;FATURA TÉCNICA
4386;404408;UNIMED CAMPINAS;FATURA TÉCNICA
4387;8JIA3;SUL AMÉRICA;FATOR MODERADOR
4388;8JIA3;SUL AMÉRICA;FATURA TÉCNICA
68;74141;BRADESCO;FATOR MODERADOR
1243;74141;BRADESCO;FATURA TÉCNICA
4389;1202936000;AMIL ;FATOR MODERADOR
4390;1202936000;AMIL ;FATURA TÉCNICA
849;179;FARMASEG;FATURA TÉCNICA
944;179;FARMASEG;FATOR MODERADOR
4391;70417;SUL AMÉRICA;FATURA TÉCNICA
4396;8BKI0;SUL AMÉRICA;FATOR MODERADOR
4397;8BKI0;SUL AMÉRICA;FATURA TÉCNICA
4398;8BKI2;SUL AMÉRICA;FATOR MODERADOR
4399;8BKI2;SUL AMÉRICA;FATURA TÉCNICA
4400;8FN02;SUL AMÉRICA;FATOR MODERADOR
4401;8FN02;SUL AMÉRICA;FATURA TÉCNICA
4402;8FN03 ;SUL AMÉRICA;FATOR MODERADOR
4403;8FN03 ;SUL AMÉRICA;FATURA TÉCNICA
4404;8FN04;SUL AMÉRICA;FATOR MODERADOR
4405;8FN04;SUL AMÉRICA;FATURA TÉCNICA
4406;116267;SUL AMÉRICA;FATURA TÉCNICA
4407;116275;SUL AMÉRICA;FATURA TÉCNICA
4408;164848;SUL AMÉRICA;FATURA TÉCNICA
4409;168522;SUL AMÉRICA;FATURA TÉCNICA
4410;463770;BRADESCO SPG;FATURA TÉCNICA
4411;8F527;SUL AMÉRICA;FATOR MODERADOR
4412;8F527;SUL AMÉRICA;FATURA TÉCNICA
4413;2938;METLIFE;FATURA TÉCNICA
4414;134921;UNIMED NORDESTE;FATURA TÉCNICA
4420;97011572;GNDI;FATOR MODERADOR
4421;97011572;GNDI;FATOR MODERADOR
4422;97011572;GNDI;FATURA TÉCNICA
4423;97011573;GNDI;FATOR MODERADOR
4424;97011573;GNDI;FATOR MODERADOR
4425;97011573;GNDI;FATURA TÉCNICA
4426;97011574;GNDI;FATOR MODERADOR
4427;97011574;GNDI;FATOR MODERADOR
4428;97011574;GNDI;FATURA TÉCNICA
8385;469523;BRADESCO;FATURA TÉCNICA
8042;74185;BRADESCO;FATURA TÉCNICA
8050;91897;BRADESCO;FATURA TÉCNICA
4437;8IZ99;SUL AMÉRICA;FATOR MODERADOR
4438;8IZ99;SUL AMÉRICA;FATURA TÉCNICA
4439;8IZ9G;SUL AMÉRICA;FATOR MODERADOR
4440;8IZ9G;SUL AMÉRICA;FATURA TÉCNICA
4441;8IZ9M;SUL AMÉRICA;FATOR MODERADOR
4442;8IZ9M;SUL AMÉRICA;FATURA TÉCNICA
4443;8IZ9N;SUL AMÉRICA;FATOR MODERADOR
4444;8IZ9N;SUL AMÉRICA;FATURA TÉCNICA
4445;192055;SUL AMÉRICA;FATURA TÉCNICA
4446;192058;SUL AMÉRICA;FATURA TÉCNICA
4447;192059;SUL AMÉRICA;FATURA TÉCNICA
4448;192060;SUL AMÉRICA;FATURA TÉCNICA
7917;74544;BRADESCO;FATURA TÉCNICA
7918;93312;BRADESCO;FATURA TÉCNICA
4452;21724;CARE PLUS;FATURA TÉCNICA
4453;52058;CARE PLUS;FATURA TÉCNICA
8599;2070;GOOD CARD;FATURA TÉCNICA
8600;70229;GOOD CARD;FATURA TÉCNICA
4455;972644;ODONTOPREV;FATURA TÉCNICA
4458;8E86N;SUL AMÉRICA;FATURA TÉCNICA
4459;154195;SUL AMÉRICA;FATURA TÉCNICA
4460;372210;BRADESCO SPG;FATURA TÉCNICA
4461;372210;BRADESCO SPG;FATURA TÉCNICA
4462;372210;BRADESCO SPG;FATURA TÉCNICA
4463;372210;BRADESCO SPG;FATURA TÉCNICA
4464;372210;BRADESCO SPG;FATURA TÉCNICA
4465;372211;BRADESCO SPG;FATURA TÉCNICA
4466;372211;BRADESCO SPG;FATURA TÉCNICA
4467;372211;BRADESCO SPG;FATURA TÉCNICA
4468;372211;BRADESCO SPG;FATURA TÉCNICA
4469;372211;BRADESCO SPG;FATURA TÉCNICA
69;111;FARMASEG;FATOR MODERADOR
4456;39482;SUL AMÉRICA;FATURA TÉCNICA
4457;74113;BRADESCO;FATURA TÉCNICA
8142;74113;BRADESCO;FATOR MODERADOR
7141;24994020469;SEGUROS UNIMED;FATURA TÉCNICA
7142;24994020470;SEGUROS UNIMED;FATURA TÉCNICA
4470;39713;OMINT;FATURA TÉCNICA
4471;70089;BRADESCO;FATURA TÉCNICA
4472;70089;BRADESCO;FATURA TÉCNICA
4473;91591;BRADESCO;FATURA TÉCNICA
4474;91591;BRADESCO;FATURA TÉCNICA
7168;70089;BRADESCO;FATURA TÉCNICA
7170;70089;BRADESCO;FATURA TÉCNICA
7171;70089;BRADESCO;FATURA TÉCNICA
7172;70089;BRADESCO;FATURA TÉCNICA
7175;91591;BRADESCO;FATURA TÉCNICA
a7176;91591;BRADESCO;FATURA TÉCNICA
a7177;91591;BRADESCO;FATURA TÉCNICA
4475;126265;BRADESCO SPG;FATURA TÉCNICA
4476;126266;BRADESCO SPG;FATURA TÉCNICA
4480;314505;BRADESCO SPG;FATURA TÉCNICA
4481;314505;BRADESCO SPG;FATURA TÉCNICA
4482;91215;BRADESCO;FATURA TÉCNICA
7197;8723559;SEGUROS UNIMED;FATURA TÉCNICA
7198;8723559;SEGUROS UNIMED;FATURA TÉCNICA
4483;8bkmi;SUL AMÉRICA;FATURA TÉCNICA
4484;32706079;BRADESCO SPG;FATURA TÉCNICA
4485;02I9G;HAPVIDA;FATOR MODERADOR
4486;02I9G;HAPVIDA;FATURA TÉCNICA
4487;02GV5;HAPVIDA;FATURA TÉCNICA
4488;02I9B;HAPVIDA;FATURA TÉCNICA
4489;02I9E;HAPVIDA;FATURA TÉCNICA
4490;02I9F;HAPVIDA;FATURA TÉCNICA
4491;02I9U;HAPVIDA;FATURA TÉCNICA
4492;02I9Y;HAPVIDA;FATURA TÉCNICA
4493;02IA3;HAPVIDA;FATURA TÉCNICA
4494;02IGN;HAPVIDA;FATURA TÉCNICA
4495;58691545;PORTO SEGURO;FATURA TÉCNICA
4496;58691545;PORTO SEGURO;FATURA TÉCNICA
4497;58691545;PORTO SEGURO;FATURA TÉCNICA
4498;58691545;PORTO SEGURO;FATURA TÉCNICA
4499;58691545;PORTO SEGURO;FATURA TÉCNICA
